251.0,150.0,206.0,81.0,176.0,149.0,272.0,268.0,231.0,235.0,164.0,243.0,258.0,400.0,258.0,226.0,253.0,226.0,216.0,243.0,
220.0,343.0,261.0,274.0,230.0,334.0,353.0,395.0,298.0,249.0,343.0,258.0,364.0,408.0,356.0,249.0,305.0,369.0,379.0,270.0,
197.0,308.0,252.0,171.0,296.0,205.0,236.0,396.0,195.0,232.0,412.0,280.0,330.0,400.0,310.0,293.0,307.0,181.0,312.0,339.0,
209.0,224.0,218.0,192.0,191.0,287.0,256.0,285.0,256.0,250.0,424.0,358.0,264.0,373.0,267.0,192.0,298.0,200.0,204.0,420.0,
234.0,241.0,264.0,355.0,213.0,373.0,372.0,266.0,349.0,348.0,290.0,332.0,311.0,281.0,340.0,272.0,314.0,411.0,332.0,228.0,
254.0,216.0,268.0,160.0,227.0,303.0,224.0,253.0,248.0,160.0,324.0,160.0,182.0,318.0,270.0,255.0,384.0,300.0,294.0,348.0,
122.0,358.0,189.0,140.0,240.0,191.0,184.0,320.0,154.0,224.0,322.0,270.0,244.0,344.0,305.0,270.0,302.0,267.0,240.0,258.0,
311.0,271.0,211.0,381.0,239.0,318.0,287.0,290.0,316.0,316.0,332.0,266.0,432.0,250.0,306.0,266.0,361.0,252.0,258.0,292.0,
226.0,338.0,325.0,184.0,296.0,252.0,288.0,200.0,271.0,296.0,243.0,261.0,274.0,345.0,278.0,268.0,288.0,256.0,256.0,288.0,
153.0,152.0,176.0,240.0,207.0,250.0,165.0,339.0,330.0,270.0,234.0,201.0,252.0,254.0,295.0,300.0,284.0,238.0,238.0,284.0,
118.0,176.0,64.0,202.0,204.0,255.0,158.0,196.0,243.0,200.0,233.0,112.0,120.0,183.0,156.0,160.0,174.0,168.0,112.0,190.0,
164.0,235.0,216.0,126.0,202.0,104.0,232.0,207.0,184.0,152.0,202.0,125.0,88.0,210.0,88.0,84.0,222.0,111.0,120.0,184.0,
243.0,242.0,243.0,244.0,216.0,296.0,207.0,266.0,233.0,266.0,145.0,188.0,179.0,100.0,237.0,158.0,123.0,188.0,246.0,136.0,
184.0,261.0,216.0,256.0,260.0,272.0,196.0,207.0,184.0,80.0,202.0,125.0,88.0,225.0,158.0,147.0,198.0,174.0,190.0,135.0,
144.0,281.0,112.0,157.0,258.0,192.0,182.0,256.0,88.0,72.0,161.0,112.0,72.0,161.0,171.0,88.0,147.0,144.0,151.0,120.0,
177.0,238.0,222.0,250.0,189.0,200.0,264.0,297.0,243.0,169.0,90.0,153.0,248.0,126.0,201.0,171.0,110.0,187.0,243.0,151.0,
180.0,201.0,220.0,240.0,168.0,216.0,297.0,189.0,191.0,243.0,250.0,167.0,178.0,184.0,225.0,120.0,187.0,243.0,173.0,169.0,
96.0,332.0,195.0,182.0,180.0,216.0,117.0,233.0,216.0,169.0,234.0,169.0,95.0,225.0,162.0,117.0,192.0,128.0,155.0,151.0,
152.0,267.0,184.0,216.0,210.0,225.0,202.0,234.0,202.0,117.0,250.0,171.0,88.0,104.0,117.0,104.0,157.0,149.0,128.0,164.0,
171.0,222.0,207.0,280.0,216.0,206.0,216.0,168.0,189.0,233.0,189.0,191.0,243.0,168.0,176.0,157.0,175.0,167.0,257.0,160.0,
