251.0,150.0,206.0,81.0,176.0,117.0,272.0,148.0,231.0,147.0,164.0,243.0,258.0,400.0,258.0,252.0,282.0,252.0,216.0,243.0,
220.0,343.0,261.0,274.0,198.0,334.0,265.0,395.0,266.0,249.0,255.0,258.0,364.0,408.0,364.0,258.0,333.0,378.0,387.0,270.0,
197.0,308.0,252.0,171.0,296.0,173.0,236.0,276.0,195.0,144.0,412.0,280.0,330.0,400.0,310.0,301.0,316.0,189.0,312.0,339.0,
128.0,224.0,218.0,192.0,191.0,287.0,224.0,285.0,168.0,250.0,424.0,358.0,264.0,373.0,267.0,192.0,306.0,200.0,204.0,420.0,
144.0,160.0,264.0,355.0,213.0,373.0,372.0,266.0,349.0,348.0,290.0,332.0,311.0,281.0,277.0,272.0,314.0,393.0,332.0,228.0,
173.0,216.0,268.0,160.0,227.0,279.0,224.0,253.0,248.0,160.0,324.0,160.0,56.0,263.0,200.0,192.0,366.0,280.0,276.0,348.0,
122.0,358.0,189.0,140.0,216.0,164.0,160.0,320.0,154.0,224.0,322.0,144.0,112.0,227.0,250.0,270.0,302.0,249.0,240.0,258.0,
311.0,271.0,211.0,285.0,212.0,288.0,260.0,266.0,316.0,316.0,332.0,274.0,270.0,260.0,315.0,274.0,361.0,252.0,258.0,292.0,
226.0,338.0,253.0,104.0,200.0,225.0,264.0,192.0,154.0,296.0,243.0,216.0,232.0,309.0,286.0,268.0,288.0,256.0,256.0,288.0,
153.0,152.0,176.0,168.0,207.0,226.0,157.0,213.0,192.0,153.0,234.0,201.0,207.0,262.0,295.0,300.0,284.0,238.0,238.0,284.0,
118.0,176.0,64.0,202.0,204.0,247.0,149.0,186.0,117.0,192.0,233.0,112.0,120.0,183.0,156.0,160.0,182.0,168.0,112.0,190.0,
164.0,235.0,216.0,126.0,202.0,104.0,224.0,198.0,176.0,152.0,202.0,125.0,88.0,210.0,88.0,92.0,231.0,119.0,120.0,184.0,
234.0,242.0,243.0,244.0,243.0,296.0,207.0,258.0,233.0,266.0,145.0,188.0,179.0,100.0,245.0,167.0,133.0,197.0,254.0,136.0,
174.0,268.0,216.0,291.0,290.0,171.0,196.0,207.0,184.0,80.0,218.0,125.0,88.0,225.0,158.0,155.0,207.0,182.0,190.0,135.0,
151.0,299.0,136.0,166.0,165.0,192.0,54.0,256.0,88.0,88.0,179.0,128.0,72.0,193.0,171.0,88.0,155.0,144.0,151.0,120.0,
195.0,266.0,249.0,148.0,198.0,208.0,264.0,169.0,259.0,187.0,110.0,171.0,296.0,162.0,233.0,171.0,110.0,187.0,243.0,151.0,
196.0,219.0,244.0,249.0,48.0,216.0,169.0,189.0,191.0,259.0,187.0,215.0,214.0,224.0,144.0,152.0,187.0,243.0,173.0,169.0,
96.0,348.0,195.0,190.0,162.0,88.0,117.0,233.0,171.0,88.0,160.0,88.0,127.0,144.0,64.0,0.0,192.0,128.0,155.0,151.0,
152.0,267.0,184.0,198.0,190.0,207.0,202.0,189.0,152.0,72.0,169.0,171.0,88.0,136.0,0.0,104.0,157.0,149.0,128.0,164.0,
171.0,222.0,207.0,280.0,198.0,206.0,216.0,168.0,144.0,233.0,189.0,191.0,243.0,168.0,176.0,157.0,175.0,167.0,257.0,160.0,
